table_id,time_quantum,processes
350,4,"4.4,8.6,7;3.9,4.5,7;4.0,9.6,7;2.3,6.3,6;0.7,4.0,7;7.4,10.4,6"
351,1,"8.8,2.3,3;0.0,4.5,4;7.4,1.0,2;1.2,1.3,6"
352,,"0,12.0,5;0,12.1,5;0,13.1,5;0,13.0,5;0,13.7,5;0,12.4,5;0,11.9,5;0,11.8,5;0,12.1,5;0,13.6,5;0,11.5,5;0,12.3,5"
353,1,"4.1,1.6,3;9.8,1.2,8;2.1,0.7,10;7.9,1.2,4;5.8,5.1,2;9.7,2.2,3;7.5,2.4,3;2.9,1.6,8;4.9,0.9,2;2.4,1.3,8;5.3,3.4,2;8.9,1.6,3;1.7,1.8,5;6.3,2.3,5;4.9,3.1,9;6.4,0.7,1;5.6,0.9,4;2.0,1.8,1;3.3,6.3,10;6.7,0.6,8"
354,4,"7.4,6.9,4;5.9,0.6,5;3.1,1.0,8;4.8,1.0,9;4.3,3.2,10;5.3,0.8,6;0.3,5.1,1;8.7,1.2,8;2.8,0.9,10;5.8,2.3,2;7.2,0.9,2;6.4,3.4,6;9.2,12.8,6;2.7,0.6,4;7.8,0.6,1;2.3,2.2,1;1.6,1.0,6"
355,1,"3.0,2.5,6;10.0,2.7,4;6.3,1.2,1;0.9,7.0,4;6.1,2.7,5;9.7,0.8,7;6.4,2.2,1;6.3,0.9,8;9.2,6.1,3;5.1,0.5,2"
356,2,"15.2,1.2,10;16.8,6.4,9;10.0,4.4,1;17.5,9.5,5"
357,2,"18.5,6.2,10;19.3,8.6,5;0.8,4.9,10;18.7,5.6,5;7.8,4.8,5;1.6,7.9,10;16.9,7.8,7;19.8,4.6,8;6.4,4.4,7;15.0,3.6,8;4.4,2.2,8;4.0,8.7,1;7.7,3.6,5;13.0,1.2,8;5.4,2.5,9;9.8,9.3,7"
358,4,"2.4,1.3,9;8.6,4.4,8;1.9,4.6,10;8.7,1.0,8;2.5,1.2,2;3.2,2.8,1;3.6,2.7,10;3.9,0.7,1;1.9,2.2,1;2.4,2.1,8;0.8,1.2,6;3.4,1.5,9;5.8,1.7,5;2.1,2.3,2;2.6,0.8,1;2.3,1.4,3"
359,1,"3.6,2.3,4;3.9,0.6,8;3.9,0.9,5;8.2,0.5,6;0.2,1.2,1;6.1,1.4,9;7.9,1.3,3;8.8,0.9,3;2.2,5.6,1;2.6,1.3,4;0.9,2.5,8"
360,4,"2.0,12.9,6;1.6,8.0,7;2.3,3.6,7;0,2.5,4"
361,2,"5.3,14.5,5;5.8,14.0,7;5.4,14.4,6;4.8,6.3,5;4.0,9.8,5;7.3,3.2,5;6.3,5.9,7;7.9,3.2,7"
362,1,"16.7,2.2,8;6.0,2.0,6;14.4,7.9,7;1.8,2.1,1"
363,4,"3.0,1.7,2;7.9,2.9,3;2.5,1.4,1;2.6,2.0,2;9.4,2.4,9"
364,3,"4.8,8.9,8;14.6,9.7,8;9.3,6.1,8;12.1,6.0,8;19.6,8.5,10;14.1,9.8,9;19.6,6.5,7;15.6,3.1,5;5.8,1.8,6;8.7,6.0,7;15.2,3.1,6;0.5,3.7,1;1.5,2.6,8;15.5,9.3,9;15.5,4.9,7"
365,5,"3.5,3.0,7;2.4,13.6,5;1.0,13.8,7;4.4,11.5,7;3.6,4.2,3;2.8,9.0,3;1.0,11.4,4;0,12.6,4;0,3.0,3;2.6,3.7,3;0.9,3.5,3"
366,1,"1.9,4.9,10;1.3,7.2,9;6.8,1.2,6;5.2,8.1,5;12.1,3.5,10;16.5,3.7,1;8.9,6.3,6;4.7,3.6,8;17.7,2.8,5;7.8,8.5,5;2.3,2.0,9;14.6,4.3,6;13.5,6.0,7;14.7,3.9,7;18.2,3.9,6;3.6,2.3,9;2.8,5.8,5;13.1,9.7,7"
367,2,"7.4,8.3,6;0.6,8.9,10;11.7,2.2,9;19.5,8.5,7;1.8,3.5,5;14.0,7.9,1;13.9,8.1,10;0.1,8.3,10;5.9,4.5,10;10.8,8.2,5;12.3,5.7,7;5.1,2.5,6;18.6,3.3,8;15.0,6.0,7;19.7,8.1,10;10.6,2.0,8;11.2,7.2,10"
368,2,"13.6,9.0,10;11.5,9.1,9;1.4,4.3,9;0.4,8.6,9;14.8,3.3,10;12.8,6.6,8;3.3,1.2,10;13.1,2.7,8;3.3,8.7,6;15.6,9.2,10;0.9,4.7,1;8.0,5.0,7;15.9,1.2,6;9.8,2.2,10;15.4,8.4,9;3.3,9.2,5;1.9,6.7,8;13.9,2.8,6;5.5,8.0,10"
369,4,"2.1,6.2,5;0.3,1.9,6;2.6,4.7,7;1.4,12.8,6;4.7,2.4,5;2.5,7.6,6;2.6,9.8,4;0,4.3,5;3.9,11.6,4;0.7,12.8,7;4.3,7.0,6"
370,1,"4.8,0.6,3;1.1,3.1,1;2.2,5.2,7;1.6,0.6,9;1.4,3.5,3;7.8,0.9,5;1.4,0.9,3;0.5,3.2,6;8.2,2.2,1;2.1,1.6,8;5.6,5.6,3;4.2,1.5,2"
371,3,"2.6,5.6,1;5.0,6.0,9;4.6,7.8,8;2.2,2.1,10"
372,2,"0.5,7.0,1;3.9,3.6,8;4.7,4.2,3;1.2,1.4,5;7.0,1.4,10;2.0,1.4,9;5.9,1.9,8;1.0,3.0,1;1.1,1.3,6;3.7,4.3,2;2.3,1.8,9;7.0,1.7,6;8.7,1.3,10;1.6,1.0,6;5.3,6.5,4;9.8,0.6,7;6.0,1.5,7;6.2,1.6,3;3.6,5.0,7;7.0,0.6,5"
373,4,"7.8,0.6,4;0.5,2.1,2;2.3,3.1,10;7.4,2.1,3;9.3,1.2,5;9.4,1.3,2;9.6,1.5,10"
374,,"0,13.6,5;0,11.8,5;0,13.8,5;0,13.2,5;0,12.4,5;0,11.8,5;0,13.5,5;0,14.1,5;0,14.1,5"
375,3,"10.3,7.9,6;4.8,1.2,5;9.2,3.6,5;14.9,4.6,10;8.9,1.5,1;0.7,2.5,7;16.0,5.9,9;4.3,2.7,8;12.8,7.2,8;0.3,5.5,6"
376,1,"7.2,1.0,5;4.8,1.6,10;9.2,0.6,6;4.4,1.3,5;4.1,3.2,6;7.8,0.8,10;6.5,3.0,4;0.2,2.4,4;1.2,1.3,2;0.9,2.4,2;5.8,0.7,5;9.0,1.8,9;5.0,8.8,9;5.2,2.2,2;0.3,0.7,6;1.2,3.4,8"
377,1,"0.8,4.7,3;5.8,4.6,9;1.6,0.6,8;1.0,1.4,3;4.7,1.9,9;1.1,0.6,2;6.8,0.9,4;0.4,6.4,6;0.3,7.0,8;6.7,1.8,5;3.5,3.9,4;4.4,6.7,9;5.2,6.5,7;4.7,0.5,7;4.7,2.4,10;1.1,2.6,10"
378,4,"2.7,1.9,9;5.4,4.0,1;9.3,0.8,7;0.4,0.8,6;7.7,2.1,10;0.7,14.1,4;6.5,0.9,8;9.0,11.1,7"
379,4,"3.2,13.5,4;0,1.8,5;1.7,4.4,7;0,9.2,7;1.8,13.6,5;0,9.4,7;1.2,14.8,4;4.3,11.9,4;0.6,6.2,4;0,7.9,5;3.1,10.1,6;2.1,2.9,5;2.6,2.2,7;1.6,9.0,5;3.7,14.3,7;0.2,6.8,4;1.8,5.5,4"
380,,"0,5.0,5;0,4.6,5;0,4.8,5;0,5.0,5;0,4.7,5;0,5.4,5;0,5.4,5;0,5.1,5;0,4.6,5;0,5.4,5;0,5.1,5;0,4.6,5;0,5.2,5;0,5.1,5;0,5.0,5;0,5.1,5;0,4.7,5;0,5.3,5"
381,2,"2.0,5.0,7;1.5,3.9,3;1.0,11.5,6;1.7,1.8,3;0.5,14.6,5;4.1,2.7,3"
382,2,"11.1,8.6,6;4.1,7.2,6;2.8,7.9,7;16.0,2.7,9;7.4,7.1,6;7.6,8.8,9;1.7,5.0,10;15.8,3.9,10;11.8,7.8,10;16.6,9.4,9;0.0,1.3,5;1.3,3.9,1;16.4,8.5,9;2.5,9.0,5;11.3,9.4,8;7.5,6.2,5;15.2,2.4,10"
383,2,"1.1,14.5,5;7.5,11.8,6;0.2,7.6,3;0.2,6.0,6;2.8,3.6,4;3.3,10.5,4;2.5,14.0,6;3.8,13.6,7;0.8,12.6,7;0,4.4,5;5.5,13.8,7;2.8,12.0,6;2.9,13.9,3;3.5,6.2,6;5.0,1.3,3;1.8,1.0,3;4.6,14.6,7;1.8,1.7,6;1.9,3.2,7"
384,1,"13.2,10.0,8;8.5,5.1,6;8.2,4.5,6;16.1,3.7,6;4.3,6.5,9;19.9,6.5,5;12.7,5.4,8;17.9,8.5,8;6.1,6.3,10;10.2,2.4,7;13.1,3.1,9;1.6,6.0,10;8.4,8.0,6;2.9,6.9,1;3.9,7.1,6;18.7,5.7,5;2.9,7.9,10;5.0,4.1,10;6.2,7.5,10;15.4,1.1,6"
385,4,"2.0,13.7,6;0,14.8,4;2.6,12.9,3;4.1,5.5,5;0,7.4,7;1.3,4.4,3;0,4.1,6;0,13.1,4;6.4,6.2,5;2.9,2.6,4;1.8,4.4,7;1.8,1.2,5;2.6,5.8,6;0.1,7.1,5;3.2,2.7,5;4.2,3.9,7"
386,2,"4.3,1.6,10;7.0,1.5,6;5.7,1.2,10;7.3,3.7,2;3.2,1.5,5;1.3,2.9,5;5.8,2.2,8;8.9,0.6,2;3.5,2.3,4;7.0,1.4,3;4.0,4.3,4;2.0,5.8,8;9.5,0.8,3"
387,4,"0.4,6.8,5;0,11.1,5;3.9,3.7,3;0,11.1,7;0.6,14.7,4;1.9,5.7,5;0.7,8.2,3"
388,,"0,8.1,5;0,8.1,5;0,7.6,5;0,9.0,5;0,8.7,5;0,8.8,5;0,8.8,5;0,8.5,5"
389,4,"4.5,2.8,6;5.4,6.3,10;4.6,0.9,6;6.8,0.6,5;4.1,0.7,8;6.8,0.7,9;8.0,1.6,8;0.2,3.6,6"
390,3,"10.2,9.2,10;1.4,9.4,7;5.5,7.8,6;2.4,7.1,10;3.9,5.1,5;3.2,6.4,5;16.3,5.7,10;5.2,9.2,10;7.6,1.8,5;10.1,5.2,6;16.7,6.5,8;4.2,3.4,10;3.6,5.9,5;6.8,4.9,6;12.4,8.2,6;4.1,7.7,9;10.7,3.3,1"
391,3,"1.1,14.1,6;0.8,4.2,5;0,8.1,5;1.5,10.9,6;5.5,14.2,4;1.1,5.5,6;0.0,5.0,5;2.5,5.2,3;1.6,1.2,7;5.0,8.8,5;1.2,7.9,6;0,11.2,4;6.1,7.7,5;0.2,9.6,5;2.9,8.4,7;2.2,3.4,5"
392,3,"0,10.2,5;0,8.1,4;2.0,3.3,5;0,4.4,4;0.7,15.0,4;2.1,2.7,7;0.8,8.6,6;0.2,5.7,4"
393,1,"11.8,8.1,5;12.0,2.1,6;2.7,4.2,10;16.5,9.3,8;4.5,9.2,8;3.2,6.3,6;8.3,6.6,8;3.2,5.1,6;18.5,5.0,5;12.5,5.1,6;19.1,9.5,1;16.5,7.9,8;9.4,9.3,8;14.0,2.8,8;19.4,4.2,7;11.6,3.6,6"
394,4,"3.7,2.9,4;5.5,12.1,4;2.7,1.7,6;1.6,13.1,6;4.6,14.2,4;3.5,5.4,7;2.7,6.3,4;1.4,3.7,5;4.8,6.1,6;0,10.0,3;3.2,14.0,6;2.4,1.4,4;2.5,1.0,3;3.4,14.4,5;4.8,5.3,5;1.0,12.0,6;0.3,13.5,3;6.0,6.9,3;2.9,5.7,6;4.3,11.5,4"
395,2,"7.3,3.7,1;4.6,2.0,6;5.4,1.9,9;17.8,6.3,8;2.3,3.8,6;0.6,1.0,9"
396,4,"13.8,6.1,5;17.8,5.7,5;10.0,2.8,1;12.8,9.0,9;10.8,3.1,7;10.2,9.4,7;19.0,8.0,10;17.7,3.3,10;15.1,3.7,9;17.0,3.1,5;14.2,6.8,9;12.3,9.5,7;19.7,1.9,9;4.1,6.7,8;10.6,9.0,7;3.4,7.5,7;11.2,5.8,8;17.7,2.8,10;4.6,4.4,6;3.2,6.6,10"
397,3,"3.7,6.0,5;10.4,1.0,10;14.6,5.0,7;11.3,5.3,8;7.9,9.7,8;15.4,2.2,5;11.3,1.7,10;4.0,6.9,1;13.9,6.7,5;7.3,1.1,9;14.4,2.8,9"
398,1,"0.5,2.4,1;8.4,4.2,3;5.1,0.6,2;6.5,1.3,2;9.1,4.0,3;1.0,1.4,4;0.6,2.3,1;7.6,3.1,3;6.0,1.2,4;3.8,1.5,10;0.6,1.0,9;1.9,1.5,3;3.5,1.2,6;8.8,1.6,8;0.3,0.7,2;7.3,1.6,5;2.4,1.6,4"
399,2,"9.8,3.3,4;3.7,2.1,3;1.8,4.5,4;1.1,2.0,3;1.8,1.9,10"
400,4,"2.9,13.9,5;5.8,4.5,3;1.2,2.6,5;7.2,3.8,5;1.7,9.0,3"
401,,"0,8.4,5;0,8.1,5;0,9.7,5;0,8.6,5;0,8.2,5;0,8.6,5;0,8.3,5;0,9.0,5;0,8.9,5;0,9.8,5"
402,5,"6.8,12.4,7;5.0,4.6,3;6.6,13.5,3;6.2,11.3,6;6.4,3.7,6;5.2,6.8,4;4.3,5.6,3;5.4,1.2,3;9.6,3.1,5;1.3,9.3,4"
403,,"0,12.3,5;0,12.0,5;0,12.5,5;0,12.9,5;0,12.8,5;0,12.3,5;0,13.0,5;0,12.5,5;0,12.0,5;0,12.7,5;0,13.1,5;0,11.9,5;0,12.6,5"
404,,"0,11.3,5;0,12.9,5;0,12.8,5;0,11.6,5;0,12.4,5;0,11.2,5;0,12.1,5;0,10.9,5;0,11.2,5;0,11.5,5;0,12.0,5;0,11.6,5;0,12.1,5;0,11.1,5"
405,4,"8.9,8.3,4;4.5,8.0,3;3.9,14.4,5;5.5,4.0,3;5.1,14.5,6;6.4,13.1,7;4.8,6.4,3;5.6,11.1,4;4.9,7.9,5;6.3,2.4,5;6.7,10.3,6;3.6,11.5,4;5.9,4.2,5;5.6,12.5,7"
406,1,"8.0,1.8,10;6.4,2.0,1;2.3,6.6,4;7.4,1.9,7;8.3,0.6,3;8.8,1.0,8;7.9,5.1,6"
407,3,"2.6,6.2,4;0.5,12.9,3;2.0,7.6,5;6.2,4.8,7;6.1,6.8,4;2.9,1.1,4;6.7,9.0,3;2.9,11.3,6;5.9,10.5,3;1.3,5.0,3;4.8,9.8,4"
408,3,"0,3.4,3;0.5,3.0,5;0,5.2,7;3.2,2.9,6;2.3,10.1,4;3.4,8.8,7"
409,2,"6.2,3.8,9;8.7,5.4,4;2.8,2.4,7;7.4,1.0,6;9.4,1.2,8;3.1,4.3,5;5.8,0.9,7;7.8,5.6,7;4.3,6.5,8;9.7,2.3,10;6.5,0.9,1;8.8,6.1,9;1.4,3.5,4;6.7,2.4,3;0.7,1.8,6;7.8,0.5,2;6.4,1.3,1"
410,2,"8.4,4.1,9;5.1,1.1,1;2.2,2.1,3;0.6,1.1,3;0.1,0.8,2;4.8,0.7,3;9.9,5.2,5;2.8,3.6,10"
411,2,"1.9,12.0,7;1.0,13.3,6;0,3.5,7;0,13.6,3;1.9,14.6,6;2.7,2.7,4;0,5.0,3;1.6,1.5,3;3.6,10.2,6;2.5,2.5,7;0,13.1,6;0.1,12.1,4;2.6,6.6,3;0,6.3,7;3.5,10.4,7;4.1,9.4,7;0.2,10.3,7;1.8,10.9,6"
412,2,"5.4,1.0,2;7.7,4.5,7;3.0,3.0,3;5.7,3.7,6;2.5,0.9,6;7.0,0.8,6;8.7,0.6,6;2.4,4.6,4;9.6,3.3,3;7.8,1.4,6;2.5,2.6,5;7.2,1.4,2;0.2,4.5,2;5.8,1.2,10;0.6,0.6,8;3.3,0.6,1;5.7,1.1,4"
413,4,"5.1,14.1,3;4.3,7.4,6;3.9,6.0,3;5.0,7.6,7"
414,3,"9.3,1.5,2;6.7,1.6,6;0.3,3.7,8;7.5,2.8,1;8.0,3.7,2;5.7,5.8,4;8.1,0.5,10;6.2,1.1,5;4.2,5.6,9"
415,2,"11.1,1.9,10;2.8,7.3,6;2.1,3.4,10;11.6,3.4,8;6.8,5.2,9;16.4,1.6,8;12.8,5.4,7;17.5,2.3,10;1.9,7.7,7;5.8,6.4,5;5.5,3.2,9;13.3,2.0,5;17.4,4.6,6;12.7,3.8,1;16.1,2.9,10"
416,4,"3.1,5.4,9;8.9,1.1,3;9.8,3.9,3;2.9,1.2,8;7.4,2.4,10;7.9,0.7,2;2.9,0.8,6;9.2,5.9,1;3.6,5.3,10;7.8,6.2,10;6.4,2.6,7;5.9,0.5,4;2.5,0.9,6;0.3,0.7,7;9.0,1.8,10;6.0,0.7,9;7.1,1.9,8;3.2,1.4,9;8.1,8.7,6;4.3,1.1,1"
417,5,"0,1.5,6;0,8.9,7;0,2.8,4;0,11.8,4;0,4.8,4;3.3,10.9,7;0,11.6,4;0,9.9,7;1.0,9.8,7;0,6.0,5;0,11.0,3"
418,3,"7.0,3.2,4;5.0,13.2,3;7.5,5.2,4;3.3,3.3,7;1.7,12.5,7;1.8,13.1,7;3.4,4.1,3;7.1,7.4,7;6.0,7.2,4;1.7,1.5,6;5.5,6.0,3;4.3,9.8,3;2.9,9.4,3;5.5,3.9,4;4.2,1.9,7;5.7,7.4,6"
419,3,"1.3,4.0,5;4.6,10.3,7;1.3,4.6,5;2.6,6.8,6;3.5,6.2,5;1.0,4.5,4;3.8,2.6,3;1.2,10.6,6;1.0,12.6,5;2.9,13.8,3"
420,4,"2.8,6.6,3;0,7.7,6;1.8,4.0,7;0,13.2,7;2.1,7.9,6;0,1.7,5;4.5,11.4,7;0.3,8.7,5;0,5.2,4;0.3,11.5,5;0,9.6,4;4.8,3.4,5;0,6.3,7;2.9,1.7,4;1.5,7.7,3;0,5.0,5;3.7,12.4,4;0.7,14.5,3;4.6,8.1,3;2.2,10.8,6"
421,4,"1.1,4.9,6;5.6,5.0,3;6.6,2.7,3;5.5,2.9,5;0.8,13.5,3;5.6,14.6,6;5.6,13.8,7;4.6,1.4,6;2.4,12.2,7;6.4,10.1,6;6.2,4.2,4;4.5,12.4,6;3.0,4.3,6;6.2,8.6,6;4.1,9.2,7"
422,,"0,6.2,5;0,7.1,5;0,6.0,5;0,6.0,5;0,7.0,5;0,7.0,5;0,6.1,5;0,6.4,5;0,6.6,5;0,6.4,5;0,6.7,5;0,7.1,5;0,6.6,5;0,7.2,5;0,7.2,5;0,6.6,5"
423,5,"0.9,9.2,5;0,10.8,3;1.3,14.7,6;0,7.9,6;0,14.8,4"
424,1,"9.2,2.7,7;7.2,4.0,1;10.0,1.2,8;6.8,2.2,3;1.8,1.8,5;0.7,6.9,3;5.0,2.4,10;6.3,1.1,6;8.7,0.9,7;6.4,0.9,6;5.6,1.1,7;4.6,0.9,6;8.5,0.7,4"
425,3,"0,4.5,7;2.2,13.8,3;2.0,5.9,4;2.7,9.6,5;0,12.0,4;1.4,14.4,6;0.1,14.4,6;0,3.9,5;1.9,9.8,4;1.2,10.4,6;1.8,8.1,5;4.9,1.5,4;1.4,4.3,4;0.8,12.9,6;0,1.9,6;2.5,4.1,6"
426,4,"6.9,1.0,4;4.5,0.6,4;9.6,1.2,5;6.1,7.4,8;7.6,1.4,9;0.6,2.6,6;9.6,0.7,6;4.9,0.6,6;6.4,0.5,3;0.4,1.1,6;6.2,7.3,8;2.0,2.7,5;5.5,4.4,1;0.6,2.8,9;0.1,3.4,3;0.9,5.9,3"
427,3,"3.2,6.5,5;5.3,7.8,3;0,8.2,4;1.2,12.3,4;5.0,14.8,3;5.7,9.0,4"
428,3,"2.2,1.1,4;1.4,5.9,2;5.1,0.6,9;8.6,0.6,3;3.0,1.8,7;5.4,1.0,7;2.5,20.2,5;6.5,0.5,6;4.7,3.6,3"
429,4,"8.5,5.0,3;4.9,2.8,7;1.2,2.6,10;6.2,3.1,7;0.8,1.7,9;9.9,0.8,5;7.8,1.5,4;4.4,0.5,5;7.4,11.0,1;9.4,2.9,10;8.6,6.1,1;8.9,2.7,3;4.0,0.7,9;5.1,1.4,3;7.3,3.7,5;0.3,4.3,7;4.4,2.3,2;5.9,1.3,4;6.1,0.5,2;4.1,1.8,10"
430,1,"2.6,4.4,6;1.0,3.2,7;8.5,5.2,9;9.1,2.7,5;6.2,0.6,6;4.3,10.1,5;3.4,0.7,9;6.1,1.1,10;4.2,1.1,9;0.1,6.5,6;4.9,0.6,3;6.4,8.2,2;9.2,2.1,2;1.4,2.9,2;8.0,1.5,6"
431,5,"0,8.2,7;0,11.7,4;0,11.8,4;1.1,2.2,5;0.4,6.5,5;0,10.6,5;0,4.0,4;0,13.0,3;0.8,5.6,7;2.0,3.9,3"
432,1,"12.5,8.6,6;13.8,4.8,6;5.6,1.6,8;9.9,8.9,8;5.7,7.2,1;7.4,5.1,7;7.8,4.0,10"
433,4,"0,9.0,4;0,1.1,6;0,15.0,3;0,10.2,7"
434,3,"2.0,11.6,4;3.1,10.7,7;2.9,8.5,3;0,15.0,6;0,12.6,4;0,8.0,7;0,9.8,5;0,8.8,3;0,10.9,6;3.7,11.7,5;0,8.9,3;1.9,5.2,4"
435,1,"4.2,6.0,1;7.5,2.2,5;1.6,1.4,6;14.9,9.8,7;5.3,1.8,9;18.2,5.9,10;16.8,7.7,7;1.1,2.8,7;14.0,3.1,10;0.2,2.3,10;18.9,7.4,7;16.9,1.1,10"
436,4,"4.2,1.8,3;1.9,4.1,7;4.9,10.4,7;4.0,14.1,5;0.7,3.9,5;2.6,9.2,4;0.6,14.8,5;5.7,13.6,7;3.7,6.3,7;2.2,7.1,4;2.5,12.9,7;6.1,8.9,3;6.5,5.8,4;4.3,1.5,7;3.8,11.9,7;5.4,3.4,5"
437,1,"8.1,1.4,6;8.4,3.6,7;0.1,1.6,2;1.7,1.2,4;6.3,2.6,1;8.0,2.2,10;3.8,2.2,4;0.3,10.9,4;5.6,1.8,8;2.4,0.5,10;5.5,1.8,1;8.0,1.5,7;4.5,1.6,3;2.7,1.1,4;7.0,3.8,6;8.9,0.6,10;9.1,0.8,6;5.1,1.1,1;7.6,3.9,1;4.8,1.7,6"
438,1,"6.9,2.4,4;1.7,1.1,4;8.8,4.6,8;3.6,1.0,4;9.4,2.6,3;1.6,2.5,2;7.6,0.8,9;9.5,2.1,10;8.8,1.0,9;2.0,0.7,2;5.0,4.5,2;5.7,2.4,1;0.1,11.0,4;2.2,2.4,1;0.5,0.5,4;6.8,3.1,10;7.2,2.9,3;0.6,5.9,2;6.3,3.6,10"
439,,"0,12.1,5;0,12.9,5;0,13.4,5;0,13.4,5;0,12.2,5"
440,2,"7.5,3.6,3;4.5,0.8,1;1.0,3.3,10;0.9,1.1,8;9.9,1.4,4;8.7,0.8,8;3.8,2.7,1;5.9,1.1,2"
441,5,"5.4,7.8,5;6.0,7.4,5;2.3,7.5,6;7.2,12.3,7;7.2,9.4,3;0,14.1,3;4.8,7.8,4;2.9,7.8,7;6.0,14.3,5;2.6,2.5,5;5.6,13.2,4;7.1,12.4,7;5.7,6.4,4;1.6,3.9,5;3.4,11.8,5"
442,,"0,15.0,5;0,13.3,5;0,14.3,5;0,14.0,5;0,13.7,5;0,13.1,5;0,13.8,5;0,14.0,5;0,15.3,5;0,13.4,5;0,14.9,5;0,14.7,5;0,13.1,5;0,12.8,5;0,12.9,5;0,13.0,5;0,13.9,5;0,13.1,5;0,12.7,5"
443,2,"0,14.3,3;1.8,6.3,3;0.9,10.4,6;2.5,11.5,7;1.3,11.3,5"
444,2,"0.3,12.1,5;2.7,13.1,5;5.0,11.5,4;0,13.0,3;0.3,13.1,7;0,6.1,6;0,13.7,4;0.4,8.6,5"
445,4,"9.6,1.4,10;9.3,1.3,6;4.0,4.6,1;6.4,2.0,10;6.5,2.5,1;6.7,2.5,5;1.7,0.9,3;1.6,0.9,4;7.4,2.0,4;6.5,0.6,9;0.9,5.7,2"
446,3,"4.3,11.3,3;7.8,5.4,5;7.6,2.0,4;4.0,1.5,7;5.5,5.3,4;5.3,2.9,5;2.9,13.7,5;6.3,2.5,6;5.2,5.4,6;4.5,13.8,5;7.4,9.3,5;1.4,9.6,4"
447,,"0,6.7,5;0,6.7,5;0,6.5,5;0,6.1,5;0,6.2,5;0,6.9,5;0,6.8,5;0,6.9,5;0,7.0,5"
448,,"0,13.5,5;0,13.5,5;0,15.0,5;0,12.9,5;0,14.6,5;0,12.7,5;0,13.1,5"
449,3,"6.9,7.9,10;3.9,1.3,4;3.2,1.5,6;1.8,3.7,1;3.1,0.6,9;1.1,1.2,5;4.2,0.7,10;2.1,0.6,10;5.3,2.8,5"
450,3,"2.6,2.4,10;0.2,6.6,10;7.0,1.3,7;9.7,1.5,9;10.0,3.6,3;9.3,2.5,2;7.9,1.6,6;8.7,2.1,4;1.0,2.9,2;8.6,0.9,4;2.5,0.8,3;3.4,1.0,6;1.7,1.2,6;7.9,3.5,3"
451,,"0,11.3,5;0,13.0,5;0,11.6,5;0,12.9,5;0,11.9,5;0,12.7,5;0,12.9,5;0,12.6,5;0,11.5,5;0,10.9,5;0,12.1,5;0,11.2,5;0,13.0,5;0,11.4,5;0,11.8,5;0,10.8,5;0,12.2,5;0,10.9,5;0,13.1,5;0,11.5,5"
452,5,"0,6.7,7;0.0,9.6,7;0,5.2,5;1.7,12.5,4;0,4.0,7"
453,4,"1.5,2.4,4;4.0,3.4,8;3.6,4.0,1;6.1,2.9,3;8.0,0.7,4;6.1,2.3,6;3.7,4.7,10;0.7,5.5,7;5.5,1.5,2;7.3,2.6,1"
454,3,"1.3,4.1,4;2.9,6.4,5;0.9,6.7,5;2.0,6.4,5;3.2,7.0,4;0.4,6.9,5;4.2,9.5,4;1.7,2.1,6;1.0,13.0,5;0.4,10.3,6;1.3,9.1,4;6.2,6.2,4"
455,4,"17.4,9.7,5;7.7,3.7,1;19.4,1.0,5;16.0,4.6,10;14.1,1.9,10;11.7,4.8,8"
456,2,"15.8,1.4,7;17.6,8.6,8;0.4,4.1,7;19.9,4.3,9;16.0,4.7,7;14.2,6.4,8;9.8,5.0,5;13.2,4.6,6;5.4,7.3,1;6.9,1.5,6;6.7,4.1,6;0.9,7.5,7;6.3,3.0,6;8.3,4.9,10"
457,4,"17.3,5.7,6;4.8,9.0,6;14.7,9.6,9;10.2,5.3,9;3.8,4.7,9;3.2,2.2,5;12.5,9.0,6;8.0,4.8,1;0.8,1.5,5;1.1,1.8,6;9.8,7.3,5;15.7,4.6,7;8.5,3.7,8;5.8,4.0,10;10.4,5.7,10;4.3,3.6,10;15.8,8.8,8;11.8,5.3,9;5.1,2.5,7"
458,4,"0.4,1.5,4;3.3,1.0,4;1.5,7.5,3;2.4,0.5,3;8.6,1.3,1;2.4,0.9,3;9.7,1.6,3"
459,4,"0.1,11.0,7;1.9,2.0,4;0,12.0,4;0,7.8,5;2.0,4.2,3;0,2.6,5;0.7,8.1,3;1.5,2.2,7;0,14.4,4;0,8.5,3"
460,2,"0.5,4.1,8;4.2,3.4,3;4.0,5.2,10;2.3,2.5,10;0.9,1.7,1;8.3,1.6,1;8.5,2.2,8;0.0,1.6,4;3.4,2.2,1;4.6,7.7,8;9.9,2.9,4;8.6,1.4,4;2.7,1.0,9"
461,2,"10.0,9.5,10;15.7,2.2,8;0.7,3.1,7;1.0,1.6,5;8.3,3.3,1;16.3,4.4,7;17.2,2.8,10;0.0,8.8,5;17.8,5.8,10;17.2,9.5,8"
462,3,"4.3,1.8,4;0.8,5.6,10;3.0,3.2,5;8.0,0.5,10;1.1,2.6,2;4.8,7.7,1;8.9,0.8,4;7.2,7.5,8;8.3,0.5,9;3.4,3.1,9;0.4,0.7,9;1.8,1.1,2;6.6,0.7,1;8.3,7.8,8"
